name,geoid,county,state,cases,c_avg,c_avg_100
"Mineral, Montana",30061,Mineral,Montana,0,0.5,11.37
"Kanabec, Minnesota",27065,Kanabec,Minnesota,0,1.86,11.37
"Shelby, Kentucky",21211,Shelby,Kentucky,0,5.57,11.36
"Wood, Ohio",39173,Wood,Ohio,0,14.86,11.36
"Clearfield, Pennsylvania",42033,Clearfield,Pennsylvania,0,9.0,11.36
"Adams, Colorado",08001,Adams,Colorado,0,58.75,11.35
"Sutter, California",06101,Sutter,California,0,11.0,11.34
"San Benito, California",06069,San Benito,California,0,7.11,11.32
"Bertie, North Carolina",37015,Bertie,North Carolina,0,2.14,11.31
"Roseau, Minnesota",27135,Roseau,Minnesota,0,1.71,11.3
"Barbour, West Virginia",54001,Barbour,West Virginia,0,1.86,11.3
"Menominee, Michigan",26109,Menominee,Michigan,0,2.57,11.29
"Johnson, Nebraska",31097,Johnson,Nebraska,0,0.57,11.27
"Scott, Illinois",17171,Scott,Illinois,0,0.56,11.22
"McMullen, Texas",48311,McMullen,Texas,0,0.08,11.22
"Dougherty, Georgia",13095,Dougherty,Georgia,0,9.86,11.21
"Crawford, Michigan",26039,Crawford,Michigan,0,1.57,11.2
"Catoosa, Georgia",13047,Catoosa,Georgia,0,7.57,11.2
"El Dorado, California",06017,El Dorado,California,0,21.57,11.19
"Leavenworth, Kansas",20103,Leavenworth,Kansas,0,9.14,11.18
"San Bernardino, California",06071,San Bernardino,California,0,243.43,11.17
"Hancock, Indiana",18059,Hancock,Indiana,0,8.71,11.15
"Weber, Utah",49057,Weber,Utah,0,29.0,11.14
"Nassau, Florida",12089,Nassau,Florida,0,9.86,11.12
"Lee, North Carolina",37105,Lee,North Carolina,0,6.86,11.1
"Harris, Texas",48201,Harris,Texas,377,522.57,11.09
"Douglas, Nebraska",31055,Douglas,Nebraska,0,63.29,11.08
"Greene, Ohio",39057,Greene,Ohio,0,18.71,11.08
"Cambria, Pennsylvania",42021,Cambria,Pennsylvania,0,14.43,11.08
"Cass, Missouri",29037,Cass,Missouri,0,11.71,11.07
"Lee, Texas",48287,Lee,Texas,0,1.91,11.07
"McDonough, Illinois",17109,McDonough,Illinois,0,3.29,11.07
"Coweta, Georgia",13077,Coweta,Georgia,0,16.43,11.06
"Accomack, Virginia",51001,Accomack,Virginia,0,3.57,11.05
"Washington, Nebraska",31177,Washington,Nebraska,0,2.29,11.03
"Costilla, Colorado",08023,Costilla,Colorado,0,0.43,11.03
"Wayne, North Carolina",37191,Wayne,North Carolina,0,13.57,11.02
"Champaign, Ohio",39021,Champaign,Ohio,0,4.29,11.02
"Clermont, Ohio",39025,Clermont,Ohio,0,22.71,11.0
"Northampton, Virginia",51131,Northampton,Virginia,0,1.29,10.98
"Leon, Florida",12073,Leon,Florida,0,32.21,10.97
"Riley, Kansas",20161,Riley,Kansas,0,8.14,10.97
"Montcalm, Michigan",26117,Montcalm,Michigan,0,7.0,10.96
"Caldwell, North Carolina",37027,Caldwell,North Carolina,0,9.0,10.95
"Floyd, Indiana",18043,Floyd,Indiana,0,8.57,10.92
"Hays, Texas",48209,Hays,Texas,0,25.14,10.92
"Houston, Georgia",13153,Houston,Georgia,0,17.17,10.87
"Jefferson, Pennsylvania",42065,Jefferson,Pennsylvania,0,4.71,10.86
"Real, Texas",48385,Real,Texas,0,0.38,10.86
"Pontotoc, Oklahoma",40123,Pontotoc,Oklahoma,0,4.14,10.82
"Edgar, Illinois",17045,Edgar,Illinois,0,1.86,10.82
"Norton city, Virginia",51720,Norton city,Virginia,0,0.43,10.77
"Horry, South Carolina",45051,Horry,South Carolina,0,38.14,10.77
"Charles Mix, South Dakota",46023,Charles Mix,South Dakota,0,1.0,10.76
"Page, Virginia",51139,Page,Virginia,0,2.57,10.76
"Lyon, Kansas",20111,Lyon,Kansas,0,3.57,10.76
"Jefferson, Tennessee",47089,Jefferson,Tennessee,0,5.86,10.75
"Dorchester, Maryland",24019,Dorchester,Maryland,0,3.43,10.74
"Flathead, Montana",30029,Flathead,Montana,0,11.14,10.73
"Clay, Kansas",20027,Clay,Kansas,0,0.86,10.71
"Crawford, Illinois",17033,Crawford,Illinois,0,2.0,10.71
"Willacy, Texas",48489,Willacy,Texas,4,2.29,10.7
"Preston, West Virginia",54077,Preston,West Virginia,0,3.57,10.68
"Traill, North Dakota",38097,Traill,North Dakota,0,0.86,10.67
"Walker, Georgia",13295,Walker,Georgia,0,7.43,10.65
"Polk, Iowa",19153,Polk,Iowa,0,52.14,10.64
"Fauquier, Virginia",51061,Fauquier,Virginia,0,7.57,10.63
"Yalobusha, Mississippi",28161,Yalobusha,Mississippi,0,1.29,10.62
"Routt, Colorado",08107,Routt,Colorado,0,2.71,10.59
"Jackson, Ohio",39079,Jackson,Ohio,0,3.43,10.58
"Johnson, Indiana",18081,Johnson,Indiana,0,16.71,10.57
"Gaston, North Carolina",37071,Gaston,North Carolina,0,23.71,10.56
"Richland, South Carolina",45079,Richland,South Carolina,0,43.86,10.55
"Indiana, Pennsylvania",42063,Indiana,Pennsylvania,0,8.86,10.54
"Rock, Nebraska",31149,Rock,Nebraska,0,0.14,10.53
"Richmond, North Carolina",37153,Richmond,North Carolina,0,4.71,10.52
"Grundy, Iowa",19075,Grundy,Iowa,0,1.29,10.51
"Nicholas, West Virginia",54067,Nicholas,West Virginia,0,2.57,10.5
"Calvert, Maryland",24009,Calvert,Maryland,0,9.71,10.5
"Polk, Minnesota",27119,Polk,Minnesota,0,3.29,10.48
"Taos, New Mexico",35055,Taos,New Mexico,0,3.43,10.48
"Saguache, Colorado",08109,Saguache,Colorado,0,0.71,10.47
"Plaquemines, Louisiana",22075,Plaquemines,Louisiana,0,2.43,10.47
"Madison, Montana",30057,Madison,Montana,0,0.9,10.47
"Vanderburgh, Indiana",18163,Vanderburgh,Indiana,0,19.0,10.47
"Hooker, Nebraska",31091,Hooker,Nebraska,0,0.07,10.47
"Harrison, Ohio",39067,Harrison,Ohio,0,1.57,10.45
"Baraga, Michigan",26013,Baraga,Michigan,0,0.86,10.44
"Warren, Indiana",18171,Warren,Indiana,0,0.86,10.37
"Highlands, Florida",12055,Highlands,Florida,0,11.0,10.36
"Jefferson, Missouri",29099,Jefferson,Missouri,0,23.29,10.35
"Fresno, California",06019,Fresno,California,0,103.29,10.34
"Collin, Texas",48085,Collin,Texas,113,107.0,10.34
"Hernando, Florida",12053,Hernando,Florida,0,20.0,10.31
"Kent, Maryland",24029,Kent,Maryland,0,2.0,10.3
"Logan, Nebraska",31113,Logan,Nebraska,0,0.08,10.28
"Doña Ana, New Mexico",35013,Doña Ana,New Mexico,0,22.43,10.28
"Bandera, Texas",48019,Bandera,Texas,2,2.38,10.28
"Bent, Colorado",08011,Bent,Colorado,0,0.57,10.25
"Duval, Texas",48131,Duval,Texas,2,1.14,10.24
"Braxton, West Virginia",54007,Braxton,West Virginia,0,1.43,10.24
"Socorro, New Mexico",35053,Socorro,New Mexico,0,1.7,10.22
"Attala, Mississippi",28007,Attala,Mississippi,0,1.86,10.22
"Mercer, West Virginia",54055,Mercer,West Virginia,0,6.0,10.21
"Queen Anne's, Maryland",24035,Queen Anne's,Maryland,0,5.14,10.21
"Wicomico, Maryland",24045,Wicomico,Maryland,0,10.57,10.2
"Mecosta, Michigan",26107,Mecosta,Michigan,0,4.43,10.19
"Morris, Kansas",20127,Morris,Kansas,0,0.57,10.17
"Huntington, Indiana",18069,Huntington,Indiana,0,3.71,10.17
"Bamberg, South Carolina",45009,Bamberg,South Carolina,0,1.43,10.16
"Vermillion, Indiana",18165,Vermillion,Indiana,0,1.57,10.14
"Chatham, Georgia",13051,Chatham,Georgia,0,29.29,10.12
"Ripley, Indiana",18137,Ripley,Indiana,0,2.86,10.09
"Jo Daviess, Illinois",17085,Jo Daviess,Illinois,0,2.14,10.09
"Marion, Florida",12083,Marion,Florida,0,36.86,10.08
"Rockdale, Georgia",13247,Rockdale,Georgia,0,9.14,10.06
"Gosper, Nebraska",31073,Gosper,Nebraska,0,0.2,10.05
"Boone, Kentucky",21015,Boone,Kentucky,0,13.43,10.05
"Calhoun, West Virginia",54013,Calhoun,West Virginia,0,0.71,10.05
"Jefferson, Florida",12065,Jefferson,Florida,0,1.43,10.03
"Gallia, Ohio",39053,Gallia,Ohio,0,3.0,10.03
"Hardin, Ohio",39065,Hardin,Ohio,0,3.14,10.02
"Pueblo, Colorado",08101,Pueblo,Colorado,0,16.86,10.01
"Howard, Missouri",29089,Howard,Missouri,0,1.0,10.0
"Halifax, North Carolina",37083,Halifax,North Carolina,0,5.0,10.0
"Ontonagon, Michigan",26131,Ontonagon,Michigan,0,0.57,9.99
"Lexington, South Carolina",45063,Lexington,South Carolina,0,29.86,9.99
"Henderson, North Carolina",37089,Henderson,North Carolina,0,11.71,9.98
"Jackson, Arkansas",05067,Jackson,Arkansas,1,1.67,9.97
"Warren, Virginia",51187,Warren,Virginia,0,4.0,9.96
"Dawson, Montana",30021,Dawson,Montana,0,0.86,9.95
"Fremont, Colorado",08043,Fremont,Colorado,0,4.75,9.93
"Blaine, Idaho",16013,Blaine,Idaho,0,2.29,9.93
"Mercer, Pennsylvania",42085,Mercer,Pennsylvania,0,10.86,9.92
"Nelson, North Dakota",38063,Nelson,North Dakota,0,0.29,9.92
"Allegan, Michigan",26005,Allegan,Michigan,0,11.71,9.92
"Clark, Wisconsin",55019,Clark,Wisconsin,0,3.43,9.86
"Hendry, Florida",12051,Hendry,Florida,0,4.14,9.86
"Lake, Montana",30047,Lake,Montana,0,3.0,9.85
"Baxter, Arkansas",05005,Baxter,Arkansas,4,4.13,9.84
"Taylor, Wisconsin",55119,Taylor,Wisconsin,0,2.0,9.83
"Jennings, Indiana",18079,Jennings,Indiana,0,2.73,9.83
"Cowley, Kansas",20035,Cowley,Kansas,0,3.43,9.82
"Benton, Indiana",18007,Benton,Indiana,0,0.86,9.8
"Schuylkill, Pennsylvania",42107,Schuylkill,Pennsylvania,0,13.86,9.8
"Henderson, Kentucky",21101,Henderson,Kentucky,0,4.43,9.8
"Goliad, Texas",48175,Goliad,Texas,0,0.75,9.79
"Wilbarger, Texas",48487,Wilbarger,Texas,0,1.25,9.79
"Douglas, South Dakota",46043,Douglas,South Dakota,0,0.29,9.78
"Gwinnett, Georgia",13135,Gwinnett,Georgia,0,91.29,9.75
"Baker, Oregon",41001,Baker,Oregon,0,1.57,9.75
"Randolph, Arkansas",05121,Randolph,Arkansas,3,1.75,9.74
"Christian, Illinois",17021,Christian,Illinois,0,3.14,9.73
"Aransas, Texas",48007,Aransas,Texas,1,2.29,9.72
"Benton, Tennessee",47005,Benton,Tennessee,0,1.57,9.72
"Richland, North Dakota",38077,Richland,North Dakota,0,1.57,9.71
"Nodaway, Missouri",29147,Nodaway,Missouri,0,2.14,9.7
"Butler, Nebraska",31023,Butler,Nebraska,0,0.78,9.7
"Perry, Missouri",29157,Perry,Missouri,0,1.86,9.7
"Minnehaha, South Dakota",46099,Minnehaha,South Dakota,0,18.71,9.69
"Imperial, California",06025,Imperial,California,0,17.56,9.69
"Hancock, Illinois",17067,Hancock,Illinois,0,1.71,9.68
"Clayton, Georgia",13063,Clayton,Georgia,0,28.29,9.68
"Jones, Iowa",19105,Jones,Iowa,0,2.0,9.67
"Kenton, Kentucky",21117,Kenton,Kentucky,0,16.14,9.67
"Erath, Texas",48143,Erath,Texas,1,4.13,9.66
"Douglas, Oregon",41019,Douglas,Oregon,0,10.71,9.65
"Palo Alto, Iowa",19147,Palo Alto,Iowa,0,0.86,9.65
"Washington, Arkansas",05143,Washington,Arkansas,18,23.0,9.62
"Pulaski, Arkansas",05119,Pulaski,Arkansas,32,37.71,9.62
"Owen, Indiana",18119,Owen,Indiana,0,2.0,9.62
"Perkins, Nebraska",31135,Perkins,Nebraska,0,0.28,9.61
"Lawrence, Ohio",39087,Lawrence,Ohio,0,5.71,9.61
"Highland, Ohio",39071,Highland,Ohio,0,4.14,9.6
"Morgan, West Virginia",54065,Morgan,West Virginia,0,1.71,9.59
"Wyandotte, Kansas",20209,Wyandotte,Kansas,0,15.86,9.59
"Tulsa, Oklahoma",40143,Tulsa,Oklahoma,0,62.43,9.58
"Lawrence, Arkansas",05075,Lawrence,Arkansas,0,1.57,9.58
"Merced, California",06047,Merced,California,0,26.57,9.57
"Benton, Missouri",29015,Benton,Missouri,0,1.86,9.55
"Wise, Virginia",51195,Wise,Virginia,0,3.57,9.55
"Apache, Arizona",04001,Apache,Arizona,0,6.86,9.54
"Union, Pennsylvania",42119,Union,Pennsylvania,0,4.29,9.54
"Clinton, Ohio",39027,Clinton,Ohio,0,4.0,9.53
"Bosque, Texas",48035,Bosque,Texas,0,1.78,9.51
"Ross, Ohio",39141,Ross,Ohio,0,7.29,9.5
"Mahoning, Ohio",39099,Mahoning,Ohio,0,21.71,9.5
"Pitt, North Carolina",37147,Pitt,North Carolina,0,17.14,9.48
"White, Indiana",18181,White,Indiana,0,2.29,9.48
"Skamania, Washington",53059,Skamania,Washington,0,1.14,9.46
"Victoria, Texas",48469,Victoria,Texas,2,8.71,9.46
"Fayette, Iowa",19065,Fayette,Iowa,0,1.86,9.45
"Yuba, California",06115,Yuba,California,0,7.43,9.44
"Stark, Ohio",39151,Stark,Ohio,0,35.0,9.44
"Warren, North Carolina",37185,Warren,North Carolina,0,1.86,9.41
"Caroline, Maryland",24011,Caroline,Maryland,0,3.14,9.41
"Buffalo, Nebraska",31019,Buffalo,Nebraska,0,4.67,9.4
"Rock, Minnesota",27133,Rock,Minnesota,0,0.88,9.39
"Madison, Alabama",01089,Madison,Alabama,0,35.0,9.39
"Jerome, Idaho",16053,Jerome,Idaho,0,2.29,9.36
"Lancaster, Nebraska",31109,Lancaster,Nebraska,0,29.86,9.36
"Jones, Texas",48253,Jones,Texas,0,1.88,9.34
"Williams, Ohio",39171,Williams,Ohio,0,3.43,9.34
"St. John the Baptist, Louisiana",22095,St. John the Baptist,Louisiana,0,4.0,9.34
"Bolivar, Mississippi",28011,Bolivar,Mississippi,0,2.86,9.33
"Boone, West Virginia",54005,Boone,West Virginia,0,2.0,9.32
"Duchesne, Utah",49013,Duchesne,Utah,0,1.86,9.31
"Lane, Kansas",20101,Lane,Kansas,0,0.14,9.31
"Morrow, Ohio",39117,Morrow,Ohio,0,3.29,9.3
"Graham, Kansas",20065,Graham,Kansas,0,0.23,9.3
"Pender, North Carolina",37141,Pender,North Carolina,0,5.86,9.29
"Taliaferro, Georgia",13265,Taliaferro,Georgia,0,0.14,9.29
"Williamson, Texas",48491,Williamson,Texas,0,54.86,9.29
"Starr, Texas",48427,Starr,Texas,0,6.0,9.28
"Columbus, North Carolina",37047,Columbus,North Carolina,0,5.14,9.27
"Box Butte, Nebraska",31013,Box Butte,Nebraska,0,1.0,9.27
"Latah, Idaho",16057,Latah,Idaho,0,3.71,9.26
"Powell, Kentucky",21197,Powell,Kentucky,0,1.14,9.25
"Randolph, Missouri",29175,Randolph,Missouri,0,2.29,9.24
"Webster, West Virginia",54101,Webster,West Virginia,0,0.75,9.24
"Paulding, Ohio",39125,Paulding,Ohio,0,1.71,9.18
"Huntingdon, Pennsylvania",42061,Huntingdon,Pennsylvania,0,4.14,9.18
"Llano, Texas",48299,Llano,Texas,4,2.0,9.18
"Buckingham, Virginia",51029,Buckingham,Virginia,0,1.57,9.16
"Mingo, West Virginia",54059,Mingo,West Virginia,0,2.14,9.15
"Wayne, Nebraska",31179,Wayne,Nebraska,0,0.86,9.13
"Washington, Iowa",19183,Washington,Iowa,0,2.0,9.11
"Franklin, Alabama",01059,Franklin,Alabama,0,2.86,9.11
"Jones, North Carolina",37103,Jones,North Carolina,0,0.86,9.1
"Craig, Oklahoma",40035,Craig,Oklahoma,0,1.29,9.09
"Anderson, Kansas",20003,Anderson,Kansas,0,0.71,9.09
"Wilson, North Carolina",37195,Wilson,North Carolina,0,7.43,9.08
"Richardson, Nebraska",31147,Richardson,Nebraska,0,0.71,9.08
"Daviess, Missouri",29061,Daviess,Missouri,0,0.75,9.06
"Ballard, Kentucky",21007,Ballard,Kentucky,0,0.71,9.06
"Cape Girardeau, Missouri",29031,Cape Girardeau,Missouri,0,7.14,9.06
"Breathitt, Kentucky",21025,Breathitt,Kentucky,0,1.14,9.05
"Muscatine, Iowa",19139,Muscatine,Iowa,0,3.86,9.04
"Bath, Virginia",51017,Bath,Virginia,0,0.38,9.04
"Cleveland, North Carolina",37045,Cleveland,North Carolina,0,8.86,9.04
"Tattnall, Georgia",13267,Tattnall,Georgia,0,2.29,9.04
"Geary, Kansas",20061,Geary,Kansas,0,2.86,9.02
"Sullivan, Tennessee",47163,Sullivan,Tennessee,0,14.29,9.02
"Clay, Florida",12019,Clay,Florida,0,19.79,9.02
"Fayette, Ohio",39047,Fayette,Ohio,0,2.57,9.01
"Defiance, Ohio",39039,Defiance,Ohio,0,3.43,9.0
"Washington, Illinois",17189,Washington,Illinois,0,1.25,9.0
"Henry, Ohio",39069,Henry,Ohio,0,2.43,8.99
"Manassas Park city, Virginia",51685,Manassas Park city,Virginia,0,1.57,8.99
"Jessamine, Kentucky",21113,Jessamine,Kentucky,0,4.86,8.98
"Vance, North Carolina",37181,Vance,North Carolina,0,4.0,8.98
"Amador, California",06005,Amador,California,0,3.57,8.98
"Ritchie, West Virginia",54085,Ritchie,West Virginia,0,0.86,8.97
"Jefferson, Ohio",39081,Jefferson,Ohio,0,5.86,8.97
"Wagoner, Oklahoma",40145,Wagoner,Oklahoma,0,7.29,8.96
"Muskingum, Ohio",39119,Muskingum,Ohio,0,7.71,8.95
"Payette, Idaho",16075,Payette,Idaho,0,2.14,8.95
"Adair, Kentucky",21001,Adair,Kentucky,0,1.71,8.93
"Foster, North Dakota",38031,Foster,North Dakota,0,0.29,8.9
"San Miguel, New Mexico",35047,San Miguel,New Mexico,0,2.43,8.9
"Jackson, Minnesota",27063,Jackson,Minnesota,0,0.88,8.89
"Wayne, Ohio",39169,Wayne,Ohio,0,10.29,8.89
"Hopewell city, Virginia",51670,Hopewell city,Virginia,0,2.0,8.88
"Hot Spring, Arkansas",05059,Hot Spring,Arkansas,0,3.0,8.88
"Clearwater, Idaho",16035,Clearwater,Idaho,0,0.78,8.88
"Bradford, Florida",12007,Bradford,Florida,0,2.5,8.86
"Coos, Oregon",41011,Coos,Oregon,0,5.71,8.86
"Washington, Utah",49053,Washington,Utah,0,15.71,8.85
"Liberty, Georgia",13179,Liberty,Georgia,0,5.43,8.84
"Scott, Iowa",19163,Scott,Iowa,0,15.29,8.84
"Jasper, Iowa",19099,Jasper,Iowa,0,3.29,8.84
"Iowa, Iowa",19095,Iowa,Iowa,0,1.43,8.83
"Crawford, Kansas",20037,Crawford,Kansas,0,3.43,8.83
"Lawrence, Indiana",18093,Lawrence,Indiana,0,4.0,8.82
"Dorchester, South Carolina",45035,Dorchester,South Carolina,0,14.36,8.82
"Jim Wells, Texas",48249,Jim Wells,Texas,2,3.57,8.82
"Pendleton, Kentucky",21191,Pendleton,Kentucky,0,1.29,8.81
"Carroll, Virginia",51035,Carroll,Virginia,0,2.63,8.81
"Eagle, Colorado",08037,Eagle,Colorado,0,4.86,8.81
"Ashland, Ohio",39005,Ashland,Ohio,0,4.71,8.81
"Brunswick, Virginia",51025,Brunswick,Virginia,0,1.43,8.8
"Kodiak Island Borough, Alaska",02150,Kodiak Island Borough,Alaska,0,1.14,8.79
"Catawba, North Carolina",37035,Catawba,North Carolina,0,14.0,8.77
"Cochran, Texas",48079,Cochran,Texas,0,0.25,8.76
"Calhoun, Arkansas",05013,Calhoun,Arkansas,0,0.45,8.76
"Clinton, Illinois",17027,Clinton,Illinois,0,3.29,8.75
"Atkinson, Georgia",13003,Atkinson,Georgia,0,0.71,8.75
"Manistee, Michigan",26101,Manistee,Michigan,0,2.14,8.73
"Murray, Minnesota",27101,Murray,Minnesota,0,0.71,8.72
"Westmoreland, Virginia",51193,Westmoreland,Virginia,0,1.57,8.72
"Guadalupe, New Mexico",35019,Guadalupe,New Mexico,0,0.38,8.72
"Houston, Tennessee",47083,Houston,Tennessee,0,0.71,8.71
"Lyon, Kentucky",21143,Lyon,Kentucky,0,0.71,8.7
"Beaufort, South Carolina",45013,Beaufort,South Carolina,0,16.71,8.7
"Parker, Texas",48367,Parker,Texas,7,12.43,8.7
"Wabash, Illinois",17185,Wabash,Illinois,0,1.0,8.68
"Craig, Virginia",51045,Craig,Virginia,0,0.44,8.66
"Caldwell, Louisiana",22021,Caldwell,Louisiana,0,0.86,8.64
"Hubbard, Minnesota",27057,Hubbard,Minnesota,0,1.86,8.64
"Bienville, Louisiana",22013,Bienville,Louisiana,0,1.14,8.63
"Oconee, South Carolina",45073,Oconee,South Carolina,0,6.86,8.62
"Letcher, Kentucky",21133,Letcher,Kentucky,0,1.86,8.62
"Moffat, Colorado",08081,Moffat,Colorado,0,1.14,8.6
"Pike, Missouri",29163,Pike,Missouri,0,1.57,8.59
"Buena Vista city, Virginia",51530,Buena Vista city,Virginia,0,0.56,8.58
"Valencia, New Mexico",35061,Valencia,New Mexico,0,6.57,8.57
"Wasco, Oregon",41065,Wasco,Oregon,0,2.29,8.57
"Marion, Arkansas",05089,Marion,Arkansas,1,1.43,8.56
"Price, Wisconsin",55099,Price,Wisconsin,0,1.14,8.56
"Aleutians East Borough, Alaska",02013,Aleutians East Borough,Alaska,0,0.29,8.56
"Marion, Indiana",18097,Marion,Indiana,0,82.43,8.55
"Cass, Michigan",26027,Cass,Michigan,0,4.43,8.55
"Iosco, Michigan",26069,Iosco,Michigan,0,2.14,8.53
"Bartholomew, Indiana",18005,Bartholomew,Indiana,0,7.14,8.53
"Charlton, Georgia",13049,Charlton,Georgia,0,1.14,8.53
"Putnam, Missouri",29171,Putnam,Missouri,0,0.4,8.52
"Charleston, South Carolina",45019,Charleston,South Carolina,0,35.0,8.51
"Tuscola, Michigan",26157,Tuscola,Michigan,0,4.43,8.48
"Cuming, Nebraska",31039,Cuming,Nebraska,0,0.75,8.48
"Rockingham, North Carolina",37157,Rockingham,North Carolina,0,7.71,8.48
"Custer, Colorado",08027,Custer,Colorado,0,0.43,8.46
"DeSoto, Florida",12027,DeSoto,Florida,0,3.21,8.46
"Hidalgo, Texas",48215,Hidalgo,Texas,82,73.43,8.45
"Spencer, Indiana",18147,Spencer,Indiana,0,1.71,8.45
"Calhoun, Illinois",17013,Calhoun,Illinois,0,0.4,8.44
"Cherokee, Georgia",13057,Cherokee,Georgia,0,21.83,8.44
"McKean, Pennsylvania",42083,McKean,Pennsylvania,0,3.43,8.44
"Bonner, Idaho",16017,Bonner,Idaho,0,3.86,8.43
"Saunders, Nebraska",31155,Saunders,Nebraska,0,1.82,8.43
"Scotts Bluff, Nebraska",31157,Scotts Bluff,Nebraska,0,3.0,8.42
"Chariton, Missouri",29041,Chariton,Missouri,0,0.63,8.42
"Montgomery, North Carolina",37123,Montgomery,North Carolina,0,2.29,8.41
"Maricopa, Arizona",04013,Maricopa,Arizona,0,377.43,8.41
"Brazos, Texas",48041,Brazos,Texas,10,19.29,8.41
"Calaveras, California",06009,Calaveras,California,0,3.86,8.4
"Wilson, Tennessee",47189,Wilson,Tennessee,0,12.14,8.39
"Galveston, Texas",48167,Galveston,Texas,32,28.71,8.39
"Macon, North Carolina",37113,Macon,North Carolina,0,3.0,8.37
"Petersburg city, Virginia",51730,Petersburg city,Virginia,0,2.63,8.37
"Putnam, Indiana",18133,Putnam,Indiana,0,3.14,8.36
"Marshall, Iowa",19127,Marshall,Iowa,0,3.29,8.35
"Allamakee, Iowa",19005,Allamakee,Iowa,0,1.14,8.35
"Nelson, Kentucky",21179,Nelson,Kentucky,0,3.86,8.34
"Logan, North Dakota",38047,Logan,North Dakota,0,0.15,8.32
"Wallowa, Oregon",41063,Wallowa,Oregon,0,0.6,8.32
"Monroe, Georgia",13207,Monroe,Georgia,0,2.29,8.29
"Southeast Fairbanks Census Area, Alaska",02240,Southeast Fairbanks Census Area,Alaska,0,0.57,8.29
"Montgomery, Ohio",39113,Montgomery,Ohio,0,44.0,8.28
"Madison, Missouri",29123,Madison,Missouri,0,1.0,8.27
"Knox, Ohio",39083,Knox,Ohio,0,5.14,8.25
"Laurens, Georgia",13175,Laurens,Georgia,0,3.92,8.25
"Sumter, South Carolina",45085,Sumter,South Carolina,0,8.79,8.23
"Tuscarawas, Ohio",39157,Tuscarawas,Ohio,0,7.57,8.23
"Andrews, Texas",48003,Andrews,Texas,0,1.54,8.22
"Glynn, Georgia",13127,Glynn,Georgia,0,7.0,8.21
"Pike, Alabama",01109,Pike,Alabama,0,2.71,8.2
"Franklin, Pennsylvania",42055,Franklin,Pennsylvania,0,12.71,8.2
"Johnson, Missouri",29101,Johnson,Missouri,0,4.43,8.19
"Clarion, Pennsylvania",42031,Clarion,Pennsylvania,0,3.14,8.18
"Gogebic, Michigan",26053,Gogebic,Michigan,0,1.14,8.18
"Armstrong, Pennsylvania",42005,Armstrong,Pennsylvania,0,5.29,8.17
"Jefferson, Mississippi",28063,Jefferson,Mississippi,0,0.57,8.17
"Warrick, Indiana",18173,Warrick,Indiana,0,5.14,8.16
"Trumbull, Ohio",39155,Trumbull,Ohio,0,16.14,8.15
"Conejos, Colorado",08021,Conejos,Colorado,0,0.67,8.13
"Telfair, Georgia",13271,Telfair,Georgia,0,1.29,8.11
"Allen, Ohio",39003,Allen,Ohio,0,8.29,8.1
"Grant, South Dakota",46051,Grant,South Dakota,0,0.57,8.1
"Madera, California",06039,Madera,California,0,12.71,8.08
"Appomattox, Virginia",51011,Appomattox,Virginia,0,1.29,8.08
"Jackson, Iowa",19097,Jackson,Iowa,0,1.57,8.08
"Boyle, Kentucky",21021,Boyle,Kentucky,0,2.43,8.08
"Butler, Missouri",29023,Butler,Missouri,0,3.43,8.07
"Wexford, Michigan",26165,Wexford,Michigan,0,2.71,8.07
"Mesa, Colorado",08077,Mesa,Colorado,0,12.43,8.06
"Hancock, Iowa",19081,Hancock,Iowa,0,0.86,8.06
"Walsh, North Dakota",38099,Walsh,North Dakota,0,0.86,8.06
"Warren, Iowa",19181,Warren,Iowa,0,4.14,8.05
"Hall, Georgia",13139,Hall,Georgia,0,16.43,8.04
"Pitkin, Colorado",08097,Pitkin,Colorado,0,1.43,8.04
"York, South Carolina",45091,York,South Carolina,0,22.57,8.03
"Broadwater, Montana",30007,Broadwater,Montana,0,0.5,8.02
"Rockingham, Virginia",51165,Rockingham,Virginia,0,6.57,8.02
"Guthrie, Iowa",19077,Guthrie,Iowa,0,0.86,8.02
"Boone, Indiana",18011,Boone,Indiana,0,5.43,8.0
"Atchison, Kansas",20005,Atchison,Kansas,0,1.29,8.0
"Meeker, Minnesota",27093,Meeker,Minnesota,0,1.86,8.0
"Kingman, Kansas",20095,Kingman,Kansas,0,0.57,7.99
"Carbon, Montana",30009,Carbon,Montana,0,0.86,7.99
"Unicoi, Tennessee",47171,Unicoi,Tennessee,0,1.43,7.99
"Georgetown, South Carolina",45043,Georgetown,South Carolina,0,5.0,7.98
"Roger Mills, Oklahoma",40129,Roger Mills,Oklahoma,0,0.29,7.97
"Deuel, Nebraska",31049,Deuel,Nebraska,0,0.14,7.96
"Fayette, Pennsylvania",42051,Fayette,Pennsylvania,0,10.29,7.96
"Grand, Colorado",08049,Grand,Colorado,0,1.25,7.94
